سلام وطندار Radio Salam Watandar FM 98.9	Kabul	Afghanistan	34.555	69.207	https://s10.myradiostream.com/12238/;
Vibration Poprock	Sion	Switzerland	46.233	7.361	https://vibrationpoprock.ice.infomaniak.ch/vibrationpoprock-high.mp3
Vibration Zen Relax	Sion	Switzerland	46.233	7.361	http://vibration.stream2net.eu:8220/;
Radio 32	Solothurn	Switzerland	47.209	7.532	https://stream.streambase.ch/radio32/mp3-128/radiogarden/
Radio 32 Goldies	Solothurn	Switzerland	47.209	7.532	https://chmedia.streamabc.net/79-goldies-mp3-192-3811722
Kontrafunk	Steckborn	Switzerland	47.668	8.982	https://stream.kontrafunk.radio/listen/kontrafunk/radio.mp3
RJB FM 90.0	Tavannes	Switzerland	47.220	7.199	https://rjb.ice.infomaniak.ch/rjb-128.aac
Zone Radio CH	Thun	Switzerland	46.758	7.628	https://stream.laut.fm/zone/;
Magic Radio	Thônex	Switzerland	46.193	6.203	https://magicradio.ice.infomaniak.ch/magicradio-mobile.aac
Radio Positive	Thônex	Switzerland	46.193	6.203	https://nl.digitalrm.pt:8106/stream
powerup_radio	Trogen	Switzerland	47.408	9.465	https://powerupradio.ice.infomaniak.ch/powerupradio-192.mp3
Radio 15	Uster	Switzerland	47.348	8.718	https://radio15.ice.infomaniak.ch/radio15-192kbps.mp3
Radio Cité Genève 92.2 FM	Vandœuvres	Switzerland	46.221	6.202	https://radiocite.ice.infomaniak.ch/radiocite128.mp3
RadioFr. Fresh	Villars-sur-Glâne	Switzerland	46.793	7.124	https://radiofresh.ice.infomaniak.ch/radiofresh.aac
Lounge-Radio.com	Wettingen	Switzerland	47.466	8.327	https://fr1.streamhosting.ch/lounge128.mp3
Radio Stadtfilter	Winterthur	Switzerland	47.499	8.724	https://streamer4.stadtfilter.net/stadtfilter.mp3
Radio Top	Winterthur	Switzerland	47.499	8.724	https://radiotop.ice.infomaniak.ch/radiotop96.aac
Radio4tng	Winterthur	Switzerland	47.499	8.724	https://radio4tng.ice.infomaniak.ch/radio4tng-live-web.mp3
Radio Nord Vaudois	Yverdon-les-Bains	Switzerland	46.778	6.641	https://rnvradionordvaudois.ice.infomaniak.ch/rnvradionordvaudois-128.mp3
Aktiv Radio	Zuchwil	Switzerland	47.204	7.558	https://s4.radio.co/s7a78bf9d2/listen
1.FM - 00s Hip Hop	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/club_mobile_mp3
1.FM - 70s Best	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/70s_mobile_mp3
1.FM - 90s Best	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/90s_mobile_mp3
1.FM - 90s RnB	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/slowjamz_mobile_mp3
1.FM - Absolute Pop Latino	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/latino_mobile_mp3
1.FM - Alternative Rock	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/x_mobile_mp3
1.FM - Ambient Psychill	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/ambientpsy_mobile_mp3
1.FM - Amsterdam Trance Radio	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/atr_mobile_mp3
1.FM - Baroque Music	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/baroque_mobile_mp3
1.FM - Beloved Ballads	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/onelive_mobile_mp3
1.FM - Bombay Beats	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/bombaybeats_mobile_mp3
1.FM - bops & vibes	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/spanishparty_mobile_mp3
1.FM - Bossa Nova	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/bossanova_mobile_mp3
1.FM - Calming Piano	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/gospel_mobile_mp3
1.FM - Chillout Lounge	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/chilloutlounge_mobile_mp3?aw_0_req.gdpr=true
1.FM - Classic Country	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/ccountry_mobile_mp3
1.FM - Classic Rock	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/crock_mobile_mp3
1.FM - Costa Del Mar	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/costadelmarchillout_mobile_mp3
1.FM - Deep House	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/deephouse_mobile_mp3
1.FM - Disco Ball	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/disco_mobile_mp3
1.FM - Gorilla FM	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/gorillafm_mobile_mp3
1.FM - High Speed	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/dubstep_mobile_mp3
1.FM - Ibiza Beach Club	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/ibizachill_mobile_mp3
1.FM - lo-fi	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/kidsfm_mobile_mp3
1.FM - Love Classics	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/loveclassics_mobile_mp3
1.FM - Oldies	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/60s_70s_mobile_mp3
1.FM - Opera	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/opera_mobile_mp3
1.FM - Radio Gaia	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/radiogaia_mobile_mp3
1.FM - Rap Pregame	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/edm_mobile_mp3
1.FM - Reggaeton Heat	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/reggaeton_mobile_mp3
1.FM - RnB Love Songs	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/spanisholdies_mobile_mp3
1.FM - Samba Hits Brazil	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/samba_mobile_mp3
1.FM - Sertaneja	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/sertanejo_mobile_mp3
1.FM - Techno and Deep House	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/deeptech_mobile_mp3
1.FM - Top 40	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/top40_mobile_mp3
1.FM - Top Rap	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/jamz_mobile_mp3
1.FM - Trancend	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/trance_mobile_mp3
1.FM - y2k	Zug	Switzerland	47.166	8.515	https://strm112.1.fm/hits2000_mobile_mp3
Jam On Radio	Zug	Switzerland	47.166	8.515	https://jam-on.ice.infomaniak.ch/jam-on-128.mp3
Radio Eviva	Zug	Switzerland	47.166	8.515	https://stream.streambase.ch/reviva/mp3-192/radiogarden/
Akkini FM	Zürich	Switzerland	47.377	8.542	https://akkinifm-unicast2u.radioca.st/stream
Ambi Nature Radio	Zürich	Switzerland	47.377	8.542	https://nature-rex.radioca.st/stream
Audioasyl	Zürich	Switzerland	47.377	8.542	http://stream.audioasyl.net:8000/audioasyl
Country Radio Switzerland	Zürich	Switzerland	47.377	8.542	https://listen.countryradio.ch
DHRK-Sonik	Zürich	Switzerland	47.377	8.542	https://eu10.fastcast4u.com/chezzdubs
DJ Radio	Zürich	Switzerland	47.377	8.542	https://stream01.my105.ch/my105todaysbestmusic.mp3
electroradio.FM	Zürich	Switzerland	47.377	8.542	https://stream.radiojar.com/fkyxx4q35k0uv
Energy Hits	Zürich	Switzerland	47.377	8.542	https://energyzuerich.mp3.energy.ch/energyzuerich-high.mp3
Energy Zürich	Zürich	Switzerland	47.377	8.542	https://energyzuerich.ice.infomaniak.ch/energyzuerich-high.mp3
Flashback FM	Zürich	Switzerland	47.377	8.542	https://stream.streambase.ch/ffm/mp3-192/radiogarden/
GDS.FM	Zürich	Switzerland	47.377	8.542	https://live.gds.fm/main.mp3
Goat Radio	Zürich	Switzerland	47.377	8.542	https://20min.dmd2streaming.com/20minuten_radio_128.mp3
Kurdish Radio	Zürich	Switzerland	47.377	8.542	https://a12.asurahosting.com/listen/kurdish_radio/radio.mp3
My105 Mashup	Zürich	Switzerland	47.377	8.542	https://play.my105.ch/my105mashup.mp3
My105 Party	Zürich	Switzerland	47.377	8.542	https://play.my105.ch/my105party.mp3/;
My105 Rock	Zürich	Switzerland	47.377	8.542	https://stream01.my105.ch/my105rock.mp3?.mp3/;
One FM	Zürich	Switzerland	47.377	8.542	https://onefm.ice.infomaniak.ch/onefm-high
open broadcast radio	Zürich	Switzerland	47.377	8.542	https://stream.openbroadcast.ch/320.mp3
Piratenradio	Zürich	Switzerland	47.377	8.542	https://piratenradioch.ice.infomaniak.ch/piratenradioch-128.mp3
Pure Glow Radio	Zürich	Switzerland	47.377	8.542	https://pureglowradio.ice.infomaniak.ch/pureglowradio.mp3
Queer Radio	Zürich	Switzerland	47.377	8.542	https://solid67.streamupsolutions.com/proxy/eyprxrqz?mp=/stream
R102	Zürich	Switzerland	47.377	8.542	https://nr11.newradio.it:19334/stream
Radio 1	Zürich	Switzerland	47.377	8.542	https://stream.radio1.ch/128k
Radio 24	Zürich	Switzerland	47.377	8.542	https://stream.streambase.ch/radio24/mp3-192/radiogarden/
Radio 24 FM 102.8	Zürich	Switzerland	47.377	8.542	https://chmedia.streamabc.net/79-r24-mp3-192-6659699
Radio Gugelhopf	Zürich	Switzerland	47.377	8.542	http://uk3.internet-radio.com:8113/;
Radio LoRa 97.5 FM	Zürich	Switzerland	47.377	8.542	https://lora.ice.infomaniak.ch/lora.mp3
Radio Maria Deutschschweiz	Zürich	Switzerland	47.377	8.542	https://digris.streamabc.net/108-9qbw7nzx-mp3-320-7520859
Radio Neue Hoffnung	Zürich	Switzerland	47.377	8.542	https://s5.radio.co/seeece1f6b/listen
Radio ZüriLeu	Zürich	Switzerland	47.377	8.542	https://frontend.streamonkey.net/radiozuerileu-live?aggregator=radiogarden
Rockstation	Zürich	Switzerland	47.377	8.542	https://radio2.stream24.net:8130/live.mp3
SRF 1	Zürich	Switzerland	47.377	8.542	https://stream.srg-ssr.ch/m/regi_bs_bl/mp3_128?.mp3
SRF 2	Zürich	Switzerland	47.377	8.542	https://stream.srg-ssr.ch/m/drs2/mp3_128?.mp3
SRF 3	Zürich	Switzerland	47.377	8.542	https://stream.srg-ssr.ch/m/drs3/mp3_128
SRF 4 News	Zürich	Switzerland	47.377	8.542	http://streaming.swisstxt.ch/m/drs4news/mp3_128
SRF Musikwelle	Zürich	Switzerland	47.377	8.542	https://stream.srg-ssr.ch/m/drsmw/mp3_128
SRF Virus	Zürich	Switzerland	47.377	8.542	https://stream.srg-ssr.ch/m/drsvirus/mp3_128
Swiss Tamil Radio	Zürich	Switzerland	47.377	8.542	https://usa19.fastcast4u.com/swiss
SwissCountryRadio	Zürich	Switzerland	47.377	8.542	https://scr.streaming.deliver.media/scr_aac_128
Vintage Radio	Zürich	Switzerland	47.377	8.542	https://vintageradio.ice.infomaniak.ch/vintageradio-high.mp3
Virgin Radio Switzerland	Zürich	Switzerland	47.377	8.542	https://stream.streambase.ch/vrock/mp3-192/radiogarden/
Dirbesiye FM	Ad Darbasiyah	Syria	37.072	40.652	https://dirbesiyefm-rojavaradio.radioca.st/stream/;
Dicle FM	Al-Malikiyah	Syria	37.177	42.136	https://dicle-rojavaradio.radioca.st/stream
Halab FM حلب	Aleppo	Syria	36.202	37.134	https://a13.asurahosting.com/listen/halab_fm/radio.mp3
ARTA FM	Amuda	Syria	37.101	40.935	https://edge.mixlr.com/channel/qtgru
راديو سما الشرق	Ar Raqqah	Syria	35.959	38.998	https://radio.al7eah.net/8038/stream
Emaar Radio	As-Suwayda	Syria	32.714	36.566	https://stream.zeno.fm/4luag56o066uv
Rayan FM	As-Suwayda	Syria	32.714	36.566	https://a13.asurahosting.com/listen/r_fm/radio.mp3
Arabesque FM 102.3	Damascus	Syria	33.514	36.277	http://185.4.87.79:8000/stream.mp3
Asima-Online	Damascus	Syria	33.514	36.277	https://asima.out.airtime.pro/asima_a
Farah FM 97.3	Damascus	Syria	33.514	36.277	https://radio.farah.fm/?type=http
Nojoom FM 103.9	Damascus	Syria	33.514	36.277	http://185.105.4.53:4423/;stream.mp3
Sham FM 92.3	Damascus	Syria	33.514	36.277	https://radioshamfm.grtvstream.com:8400/stream
Voice of Grace	Damascus	Syria	33.514	36.277	https://securestreams5.reliastream.com:1820/;
Radio Qadimak Nadimak	Deir Atiyah	Syria	34.090	36.763	https://stream.radiojar.com/6suq71hpwtzuv.mp3
Sawt Al Hayat	Qamishli	Syria	37.055	41.228	https://sawtalhayat-rojavaradio.radioca.st/stream
RSTP	São Tomé	São Tomé and Príncipe	0.330	6.733	https://s48.myradiostream.com:8001/listen.mp3
23.6 Radio	Pape'ete	Tahiti	-17.552	-149.558	https://uksoutha.streaming.broadcast.radio/236-radio-tahiti
Hiti FM	Pape'ete	Tahiti	-17.552	-149.558	https://n0a.radiojar.com/u0yz7p0mb.mp3
Polynésie 1ere FM 95.2	Pape'ete	Tahiti	-17.552	-149.558	https://polynesie.ice.infomaniak.ch/polynesie-128.mp3
Radio 1 100.0 FM	Pape'ete	Tahiti	-17.552	-149.558	http://live.radio1.pf:8001/radio1
Radio Maria No Te Hau	Pape'ete	Tahiti	-17.552	-149.558	https://nr15.newradio.it:9274/stream
Tahiti Breeze 97.5	Pape'ete	Tahiti	-17.552	-149.558	https://playerservices.streamtheworld.com/api/livestream-redirect/SP_R4345939.aac
Tiare FM 104.2	Pape'ete	Tahiti	-17.552	-149.558	https://live.tiarefm.pf:8443/tiarefm
潮州之聲廣播電台 FM90.9	Chaozhou	Taiwan	22.551	120.540	http://59.120.255.170:8081
嘉義環球廣播電台 FM107.1	Chiayi City	Taiwan	23.480	120.449	http://60.248.53.115:8081
FM90.5 下港之聲廣播電台	Kaohsiung City	Taiwan	22.627	120.301	http://59.120.255.155:8081/
大武山廣播電台 FM91.3	Linbian Township	Taiwan	22.438	120.511	http://59.120.255.171:8081
屏東之聲廣播電台 FM92.5	Linbian Township	Taiwan	22.438	120.511	http://59.120.255.169:8081
正義廣播電台 FM88.9	Miaoli	Taiwan	24.563	120.818	http://211.20.119.103:8081
BaoDaoRadio 中彰投 大千廣播 FM98.5	Taichung City	Taiwan	24.148	120.674	http://125.227.87.206:8000/FM98.5
Classical FM 97.7	Taichung City	Taiwan	24.148	120.674	https://onair.family977.com.tw:8977/live.mp3
Classical FM 古典音樂台	Taichung City	Taiwan	24.148	120.674	http://onair.family977.com.tw:8000/live.mp3
Gold FM 92.9	Taichung City	Taiwan	24.148	120.674	http://fm901.cityfm.tw:8080/901.mp3
MRadio - National Broadcast FM 106	Taichung City	Taiwan	24.148	120.674	https://n18a-eu.rcs.revma.com/044q61ha7a0uv
台中廣播電台 FM100.7	Taichung City	Taiwan	24.148	120.674	http://211.20.119.101:8081
太陽廣播電台 FM89.1	Taichung City	Taiwan	24.148	120.674	http://211.20.119.102:8081
歡喜之聲廣播電台 FM105.5	Taichung City	Taiwan	24.148	120.674	http://59.125.41.65:8081
凱旋廣播電台 FM97.9	Tainan	Taiwan	23.000	120.227	http://59.125.209.209:8081
1766 網路廣播電台：百家知識頻道	Taipei	Taiwan	25.033	121.565	http://livestream.1766.today:1768/live1.mp3
Bravo FM 91.3	Taipei	Taiwan	25.033	121.565	https://onair.bravo913.com.tw:9130/live.mp3
Daqian Radio FM 99.1	Taipei	Taiwan	25.033	121.565	http://125.227.87.206:8000/FM99.1
I go AM531	Taipei	Taiwan	25.033	121.565	https://n03a-eu.rcs.revma.com/s7hc9kpy2tzuv
i-radio 任意門計劃	Taipei	Taiwan	25.033	121.565	https://n05a-eu.rcs.revma.com/ndk05tyy2tzuv
ICRT FM100	Taipei	Taiwan	25.033	121.565	https://stream.rcs.revma.com/18pd8tztxp3vv
News 98 時時刻刻報新聞	Taipei	Taiwan	25.033	121.565	https://n05a-eu.rcs.revma.com/55tyxsy4qtzuv.m4a/;
RTI European Languages	Taipei	Taiwan	25.033	121.565	http://mediaserver.rti.org.tw:8010/live2
RTI Radio Taiwan International	Taipei	Taiwan	25.033	121.565	http://mediaserver.rti.org.tw:8010/live
世新廣播電臺 AM729 FM88.1	Taipei	Taiwan	25.033	121.565	https://icecast.ginnet.cloud:8443/fm881
中廣 FM103.3	Taipei	Taiwan	25.033	121.565	https://stream.rcs.revma.com/1qxn2vg3qtzuv
中廣新聞網 NewsRadio	Taipei	Taiwan	25.033	121.565	https://n07a-eu.rcs.revma.com/78fm9wyy2tzuv
中廣流行網 I Like Radio	Taipei	Taiwan	25.033	121.565	https://stream.rcs.revma.com/aw9uqyxy2tzuv
中廣鄉親網 BCC Country	Taipei	Taiwan	25.033	121.565	https://stream.rcs.revma.com/p2e3rfg3qtzuv
佳音電台 FM90.9	Taipei	Taiwan	25.033	121.565	https://fm909.hr9d.com/goodnews-fm909
政大之聲 FM 88.7	Taipei	Taiwan	25.033	121.565	https://vnccuonair.nccu.edu.tw/ade.taiwan.mp3
正聲台北調幅台 AM819 CSBC	Taipei	Taiwan	25.033	121.565	http://43.254.16.40:8000/TP.AM819
輔大之聲 FM88.5 Voice of FJU	Taipei	Taiwan	25.033	121.565	http://fjuvoice885.fju.edu.tw:8000/fjuvoice885.mp3
飛碟聯播網 Ufo Network	Taipei	Taiwan	25.033	121.565	https://n10a-eu.rcs.revma.com/4yevzvbeewzuv
GoGoRadio 桃園 FM104.3	Taoyuan City	Taiwan	24.994	121.301	https://fm1043.hr9d.com/gogoradio-fm1043
Hakka 講客廣播電臺	Taoyuan City	Taiwan	24.994	121.301	https://stream.rcs.revma.com/akqrbx94gbkvv
亞洲電臺 FM 92.7	Taoyuan City	Taiwan	24.994	121.301	https://stream.rcs.revma.com/xpgtqc74hv8uv
IC 之音 FM97.5	​Hsinchu City	Taiwan	24.814	120.967	https://stream.rcs.revma.com/7mnq8rt7k5zuv
亞太電台 FM 92.3	​Hsinchu City	Taiwan	24.814	120.967	https://stream.rcs.revma.com/kydend74hv8uv
竹塹廣播電台 FM90.3	​Hsinchu City	Taiwan	24.814	120.967	http://211.72.230.118:8081
DFM 105.5	Asht	Tajikistan	40.667	70.333	https://c16.radioboss.fm:18234/stream
106 FM Ватан	Dushanbe	Tajikistan	38.560	68.787	http://185.121.1.171:8000/sr128
Asia Plus Radio FM 107.0	Dushanbe	Tajikistan	38.560	68.787	https://eu.asiaplusradio.tj:8443/ap
Payvand FM	Khujand	Tajikistan	40.268	69.645	https://c6.radioboss.fm/stream/234
радио Тироз	Khujand	Tajikistan	40.268	69.645	https://eu1.fastcast4u.com/proxy/khusrav/stream
Savvy FM 105.3	Arusha	Tanzania	-3.387	36.683	https://radiotadio.co.tz/savvyfm-stream
Shalom Radio FM 97.3	Arusha	Tanzania	-3.387	36.683	https://uk3-vn.mixstream.net/8144/listen.mp3
Kasibante FM 88.5	Bukoba	Tanzania	-1.333	31.817	https://s26.myradiostream.com:20788/;listen.mp3
Radio Mbiu	Bukoba	Tanzania	-1.333	31.817	http://dreamsiteradiocp5.com:8004/stream.mp3
Mazingira FM 91.7	Bunda	Tanzania	-2.019	33.875	https://radiotadio.co.tz/mazingira-fm-stream
Bethel Radio	Dar es Salaam	Tanzania	-6.803	39.246	https://a5.asurahosting.com:7290/radio.mp3/;
Bongo FM	Dar es Salaam	Tanzania	-6.803	39.246	https://a7.asurahosting.com/listen/bongo_fm/radio.mp3
Boresha Radio	Dar es Salaam	Tanzania	-6.803	39.246	https://halo.streamerr.co/listen/radio_boresha/radio.mp3
Clouds FM 88.5	Dar es Salaam	Tanzania	-6.803	39.246	https://eu6.fastcast4u.com/proxy/cloudsfm?mp=/1
Crown FM 92.1	Dar es Salaam	Tanzania	-6.803	39.246	https://radio.crownmedia.co.tz:8443/crown
East Africa Radio FM 88.1	Dar es Salaam	Tanzania	-6.803	39.246	https://eatv.radioca.st/stream
Mjini FM 92.5	Dar es Salaam	Tanzania	-6.803	39.246	https://mjinifm.dhsolutions.co.tz/listen/mjinifm_92.5/mjinifm.mp3
MorningStar Radio	Dar es Salaam	Tanzania	-6.803	39.246	https://n04.radiojar.com/qpgu3a299rmtv
Mungu Kwanza Radio	Dar es Salaam	Tanzania	-6.803	39.246	https://mungukwanza.radioca.st/;
Nuru Naiangaze Radio	Dar es Salaam	Tanzania	-6.803	39.246	https://a2.asurahosting.com:6110/radio.mp3
Playtz 102.9 FM	Dar es Salaam	Tanzania	-6.803	39.246	https://dc4.serverse.com/proxy/nrgzanzibar/stream
Radio Maria Tanzania FM 89.1	Dar es Salaam	Tanzania	-6.803	39.246	https://dreamsiteradiocp2.com/proxy/rmtanzania2?mp=/stream
Radio One Stereo FM 89.7	Dar es Salaam	Tanzania	-6.803	39.246	https://radioonetanzania.radioca.st/stream
Radio Tumaini FM 96.5	Dar es Salaam	Tanzania	-6.803	39.246	https://stream.zeno.fm/dvc4sxhihspvv
Sauti Ya Quran FM	Dar es Salaam	Tanzania	-6.803	39.246	https://stream.zeno.fm/igtk1anecmcvv
Sibuka FM 94.5	Dar es Salaam	Tanzania	-6.803	39.246	https://cast1.my-control-panel.com/proxy/sibukafm/sibuka
TBC International	Dar es Salaam	Tanzania	-6.803	39.246	https://a8.asurahosting.com:8540/radio.mp3
TBC Taifa	Dar es Salaam	Tanzania	-6.803	39.246	https://a7.asurahosting.com/listen/tbc_taifa/radio.mp3
Times FM 100.5	Dar es Salaam	Tanzania	-6.803	39.246	https://stream.zeno.fm/3aorzyvpaymuv
UFM 107.3	Dar es Salaam	Tanzania	-6.803	39.246	https://stream.zeno.fm/nzr36a3un0hvv
Uhuru FM	Dar es Salaam	Tanzania	-6.803	39.246	https://s5.myradiostream.com:42756/;
Upendo FM 107.7	Dar es Salaam	Tanzania	-6.803	39.246	https://upendofm.dhsolutions.co.tz/listen/upendo_media/upendofm.mp3
Wapo Radio FM	Dar es Salaam	Tanzania	-6.803	39.246	https://cast3.my-control-panel.com/proxy/john1236/stream
Wasafi FM 88.9	Dar es Salaam	Tanzania	-6.803	39.246	https://radio.wasafimedia.co.tz/wasafi
AFM Radio 92.9	Dodoma	Tanzania	-6.163	35.752	http://198.7.62.157:10056/stream
Dodoma FM 98.4	Dodoma	Tanzania	-6.163	35.752	https://radiotadio.co.tz/dodoma-fm-stream
ImbaNasi	Dodoma	Tanzania	-6.163	35.752	https://stream.zeno.fm/dsfhivkawjiuv
Point FM 96.5	Dodoma	Tanzania	-6.163	35.752	https://stream.zeno.fm/rmlh17iq1ibvv
Radio Mwangaza FM 90.8	Dodoma	Tanzania	-6.163	35.752	https://stream.zeno.fm/qgcx35clpmdvv
Zabibu FM	Dodoma	Tanzania	-6.163	35.752	https://a8.asurahosting.com:8520/radio.mp3
Pambazuko FM 89.5	Ifakara	Tanzania	-8.140	36.682	https://radiotadio.co.tz/pambazuko-fm-radio-stream
Radio Furaha FM 96.7	Iringa	Tanzania	-7.768	35.686	http://uk3-vn.mixstream.net:8140/listen.mp3
Main FM 91.7	Kigoma	Tanzania	-4.882	29.662	https://stream.zeno.fm/qqrh9ehcxr4vv
Radio Joy 90.5 FM	Kigoma	Tanzania	-4.882	29.662	https://stream.zeno.fm/4o7dq42vlsruv
El Olama Radio 94.7 FM	Makambako	Tanzania	-8.847	34.835	https://stream3.rcast.net/73194
Radio Habari Njema	Mbulu	Tanzania	-3.856	35.547	https://uk4-vn.mixstream.net/8084/;listen.mp3
Abood FM 88.3	Morogoro	Tanzania	-6.828	37.659	https://a9.asurahosting.com/listen/abood_media/radio.mp3
Planet FM 87.5	Morogoro	Tanzania	-6.828	37.659	https://cast.az-streamingserver.com/proxy/ucuwmjfy/stream
Banana FM 98.7	Moshi	Tanzania	-3.344	37.329	https://bananafm.radioca.st/stream
ELCT	Moshi	Tanzania	-3.344	37.329	http://212.227.150.101:6801/;
KGT Radio	Musoma	Tanzania	-1.510	33.802	https://stream.zeno.fm/2ydchn6cyy8uv
Afya Radio	Mwanza	Tanzania	-2.516	32.917	https://cast4.my-control-panel.com/proxy/afyaradi/stream
Inland FM Radio	Mwanza	Tanzania	-2.516	32.917	https://usa7-vn.mixstream.net/8082/listen.mp3
Jembe FM 93.7	Mwanza	Tanzania	-2.516	32.917	https://cast3.asurahosting.com/proxy/jembemed/stream
Radio Kwizera FM 97.9	Ngara	Tanzania	-2.496	30.646	https://uk4-vn.mixstream.net/8052/;listen.mp3
Jambo FM 92.7	Shinyanga	Tanzania	-3.669	33.425	https://cast3.asurahosting.com/proxy/jambocom/stream
Standard Radio TZ	Singida	Tanzania	-4.825	34.763	https://s26.myradiostream.com:19546/;
Vos FM Radio 90.1	Sumbawanga	Tanzania	-7.949	31.617	https://stream.zeno.fm/1iyvqiofnrxtv
Yobex FM 91.3	Sumbawanga	Tanzania	-7.949	31.617	https://stream.zeno.fm/ygmb6jlxjhftv
Radio Uhai	Tabora	Tanzania	-5.043	32.821	https://s2.citrus3.com:8050/stream
Uyui FM 99.3	Tabora	Tanzania	-5.043	32.821	https://radiotadio.co.tz/uyui-fm-stream
Radio Maarifa FM 105.3	Tanga	Tanzania	-5.089	39.102	https://a.tunzilla.com/http://159.65.36.126:8000/Maarifa
